user_id,city_location,user_budget_min_lakh,user_budget_max_lakh,user_preferred_body_type,user_fuel_preference,user_transmission_preference,user_seating_capacity,user_monthly_running_km,user_min_ground_clearance_mm,user_min_safety_rating,recommended_brand,recommended_model,body_type,fuel_type,transmission,seating_capacity,safety_rating_stars,ground_clearance_mm,mileage_kmpl_or_range_km,ex_showroom_price_lakh,rto_tax_lakh,insurance_cost_lakh,other_charges_lakh,full_on_road_price_lakh
USR_10023,Chandigarh,27.02,32.33,Full SUV,Diesel,Automatic,7,500,200,5,Mahindra,XUV700,Full SUV,Diesel,Automatic,7,5,200,16.6,22.39,1.79,0.94,0.17,25.29
USR_10024,Delhi,8.28,11.75,Compact SUV,Petrol,Automatic,5,1500,190,3,Toyota,Urban Cruiser Taisor,Compact SUV,Petrol,Automatic,5,4,190,22.8,8.53,0.85,0.36,0.15,9.89
USR_10025,Indore (Madhya Pradesh),9.5,15.11,MPV,Petrol,Automatic,6,3000,160,3,Maruti Suzuki,XL6,MPV,Petrol,Automatic,6,3,180,20.27,11.04,1.32,0.46,0.19,13.01
USR_10026,Mumbai (Maharashtra),9.53,13.3,Compact SUV,Petrol,Automatic,5,3000,205,2,Kia,Sonet,Compact SUV,Petrol,Automatic,5,3,205,18.4,10.65,1.38,0.45,0.18,12.66
USR_10027,Kochi (Kerala),154.62,239.31,Luxury Sedan,Diesel,Automatic,5,3000,130,5,Mercedes-Benz,S-Class,Luxury Sedan,Diesel,Automatic,5,5,130,12.8,163.39,24.51,6.86,0.16,194.92
USR_10028,Indore (Madhya Pradesh),11.71,17.9,MPV,Petrol,Automatic,7,2500,195,3,Kia,Carens,MPV,Petrol,Automatic,7,3,195,16.5,12.81,1.54,0.54,0.14,15.03
USR_10029,Lucknow (Uttar Pradesh),44.75,66.67,Luxury Sedan,Strong Hybrid,Automatic,5,500,150,5,Toyota,Camry,Luxury Sedan,Strong Hybrid,Automatic,5,5,160,19.1,45.32,4.53,1.9,0.16,51.91
USR_10030,Kolkata (West Bengal),85.42,135.33,Luxury SUV,Petrol,Automatic,5,500,178,4,Porsche,Macan,Luxury SUV,Petrol,Automatic,5,5,198,10.2,98.7,9.87,4.15,0.19,112.91
USR_10031,Delhi,11.85,15.19,Compact SUV,Petrol,Automatic,5,2500,185,3,Kia,Sonet,Compact SUV,Petrol,Automatic,5,3,205,18.4,10.13,1.01,0.43,0.13,11.7
USR_10032,Lucknow (Uttar Pradesh),132.19,165.66,Luxury Sedan,Petrol,Automatic,5,1200,130,5,Maserati,Ghibli,Luxury Sedan,Petrol,Automatic,5,5,125,9.6,114.69,11.47,4.82,0.14,131.12
USR_10033,Bangalore (Karnataka),9.77,13.98,Compact SUV,Petrol,Automatic,5,1200,185,4,Hyundai,Exter,Compact SUV,Petrol,Automatic,5,4,185,19.2,8.69,1.56,0.36,0.24,10.85
USR_10034,Ahmedabad (Gujarat),34.61,44.82,Full SUV,Petrol,Automatic,5,800,200,5,Volkswagen,Tiguan,Full SUV,Petrol,Automatic,5,5,200,12.6,35.12,2.81,1.48,0.19,39.6
USR_10035,Indore (Madhya Pradesh),23.45,33.63,MPV,Strong Hybrid,Automatic,7,2500,175,5,Maruti Suzuki,Invicto,MPV,Strong Hybrid,Automatic,7,5,185,23.24,26.51,3.18,1.11,0.13,30.93
USR_10036,Chandigarh,120.17,187.46,Luxury SUV,Petrol,Automatic,5,1500,210,5,Porsche,Cayenne,Luxury SUV,Petrol,Automatic,5,5,210,10.8,133.56,10.68,5.61,0.21,150.06
USR_10037,Hyderabad (Telangana),13.22,18.9,Mid SUV,Petrol,Automatic,7,1500,190,3,Citroën,C3 Aircross,Mid SUV,Petrol,Automatic,7,3,200,17.6,12.72,1.78,0.53,0.13,15.16
USR_10038,Indore (Madhya Pradesh),18.95,25.63,Mid SUV,Strong Hybrid,Automatic,5,1200,190,5,Toyota,Urban Cruiser Hyryder,Mid SUV,Strong Hybrid,Automatic,5,5,210,27.97,19.81,2.38,0.83,0.22,23.24
USR_10039,Bangalore (Karnataka),10.89,17.84,MPV,CNG,Manual,7,1200,175,2,Maruti Suzuki,Ertiga,MPV,CNG,Manual,7,3,185,26.11,11.58,2.08,0.49,0.22,14.37
USR_10040,Delhi,8.91,11.67,Hatchback,Petrol,Automatic,5,500,165,3,Maruti Suzuki,Baleno,Hatchback,Petrol,Automatic,5,4,170,22.94,8.37,0.84,0.35,0.2,9.76
USR_10041,Indore (Madhya Pradesh),9.97,12.69,Mid SUV,Petrol,Automatic,5,1200,165,4,Citroën,Basalt,Mid SUV,Petrol,Automatic,5,4,180,18.0,9.95,1.19,0.42,0.22,11.78
USR_10042,Jaipur (Rajasthan),17.96,22.04,Mid SUV,Petrol,Automatic,5,3000,190,2,Kia,Seltos,Mid SUV,Petrol,Automatic,5,3,190,17.0,16.03,1.92,0.67,0.13,18.75
USR_10043,Lucknow (Uttar Pradesh),93.32,149.15,Luxury SUV,Strong Hybrid,Automatic,5,2000,180,5,Lexus,RX 500h,Luxury SUV,Strong Hybrid,Automatic,5,5,200,15.1,101.63,10.16,4.27,0.21,116.27
USR_10044,Kolkata (West Bengal),5.59,9.31,MPV,Petrol,Manual,7,1500,167,4,Renault,Triber,MPV,Petrol,Manual,7,4,182,20.0,6.8,0.68,0.29,0.14,7.91
USR_10045,Kolkata (West Bengal),23.98,38.79,MPV,Electric,Automatic,7,800,155,4,BYD,e6 / M6,MPV,Electric,Automatic,7,5,170,530.0,28.33,1.42,1.19,0.16,31.1
USR_10046,Jaipur (Rajasthan),103.33,124.34,Luxury SUV,Diesel,Automatic,5,500,195,5,Mercedes-Benz,GLE,Luxury SUV,Diesel,Automatic,5,5,215,12.2,101.01,12.12,4.24,0.24,117.61
USR_10047,Delhi,8.15,10.3,Hatchback,Petrol,Automatic,5,2000,148,3,Maruti Suzuki,Swift,Hatchback,Petrol,Automatic,5,3,163,25.75,7.15,0.72,0.3,0.19,8.36
USR_10048,Kolkata (West Bengal),14.03,17.34,Compact SUV,Petrol,Automatic,5,1200,198,5,Tata Motors,Nexon,Compact SUV,Petrol,Automatic,5,5,208,17.2,11.58,1.16,0.49,0.25,13.48
USR_10049,Indore (Madhya Pradesh),16.96,23.26,Mid SUV,Electric,Automatic,5,800,157,5,MG Motor,ZS EV,Mid SUV,Electric,Automatic,5,5,177,461.0,18.01,0.9,0.76,0.13,19.8
USR_10050,Chennai (Tamil Nadu),13.84,18.92,Compact SUV,Electric,Automatic,5,1200,180,4,Mahindra,XUV400 EV,Compact SUV,Electric,Automatic,5,4,200,456.0,15.11,0.76,0.63,0.18,16.68
USR_10051,Bhubaneswar (Odisha),115.56,171.3,Luxury SUV,Electric,Automatic,5,2500,192,4,BMW,iX,Luxury SUV,Electric,Automatic,5,5,202,575.0,129.35,6.47,5.43,0.13,141.38
USR_10052,Kochi (Kerala),158.32,195.29,Luxury SUV,Petrol,Automatic,5,2000,205,5,Porsche,Cayenne,Luxury SUV,Petrol,Automatic,5,5,210,10.8,127.92,19.19,5.37,0.2,152.68
USR_10053,Guwahati (Assam),5.14,6.37,Hatchback,CNG,Manual,4,2500,155,1,Maruti Suzuki,Alto K10,Hatchback,CNG,Manual,4,2,160,33.85,5.07,0.41,0.21,0.13,5.82
USR_10054,Kolkata (West Bengal),184.46,264.26,Coupe,Petrol,Automatic,2,3000,130,5,Porsche,911 Carrera,Coupe,Petrol,Automatic,2,5,100,9.0,200.94,20.09,8.44,0.14,229.61
USR_10055,Patna (Bihar),13.7,20.08,Mid SUV,Diesel,Automatic,5,2500,170,3,Kia,Seltos,Mid SUV,Diesel,Automatic,5,3,190,20.7,15.87,1.75,0.67,0.15,18.44
USR_10056,Kochi (Kerala),66.17,84.34,Luxury Sedan,Diesel,Automatic,5,800,147,5,Mercedes-Benz,C-Class,Luxury Sedan,Diesel,Automatic,5,5,157,16.9,60.08,9.01,2.52,0.22,71.83
USR_10057,Chandigarh,4.47,7.37,Hatchback,Petrol,Manual,5,2500,150,3,Maruti Suzuki,Celerio,Hatchback,Petrol,Manual,5,3,170,25.24,5.42,0.43,0.23,0.14,6.22
USR_10058,Chennai (Tamil Nadu),20.29,24.9,Mid SUV,Diesel,Automatic,5,1200,180,2,Kia,Seltos,Mid SUV,Diesel,Automatic,5,3,190,20.7,16.05,2.41,0.67,0.23,19.36
USR_10059,Mumbai (Maharashtra),700.61,984.61,Luxury SUV,Petrol,Automatic,5,2000,168,5,Rolls-Royce,Cullinan,Luxury SUV,Petrol,Automatic,5,5,173,6.6,728.43,94.7,30.59,0.14,853.86
USR_10060,Indore (Madhya Pradesh),12.11,17.05,Mid SUV,Diesel,Manual,4,2000,221,4,Mahindra,Thar,Mid SUV,Diesel,Manual,4,4,226,15.2,12.21,1.47,0.51,0.12,14.31
USR_10061,Indore (Madhya Pradesh),11.82,15.41,MPV,CNG,Manual,7,800,170,2,Maruti Suzuki,Ertiga,MPV,CNG,Manual,7,3,185,26.11,10.29,1.23,0.43,0.17,12.12
USR_10062,Mumbai (Maharashtra),24.65,32.37,Full SUV,Diesel,Automatic,5,2500,215,4,Isuzu,D-Max V-Cross,Full SUV,Diesel,Automatic,5,4,225,12.4,24.22,3.15,1.02,0.25,28.64
USR_10063,Lucknow (Uttar Pradesh),19.89,29.85,Full SUV,Petrol,Automatic,7,2500,195,5,Mahindra,XUV700,Full SUV,Petrol,Automatic,7,5,200,13.0,21.34,2.13,0.9,0.13,24.5
USR_10064,Chennai (Tamil Nadu),15.04,17.99,MPV,Petrol,Automatic,6,2000,180,2,Maruti Suzuki,XL6,MPV,Petrol,Automatic,6,3,180,20.27,12.07,1.81,0.51,0.13,14.52
USR_10065,Bangalore (Karnataka),22.82,26.95,Mid SUV,Diesel,Automatic,5,1200,200,4,Tata Motors,Harrier,Mid SUV,Diesel,Automatic,5,5,205,16.8,19.29,3.47,0.81,0.22,23.79
USR_10066,Lucknow (Uttar Pradesh),32.77,44.8,Full SUV,Diesel,Automatic,7,800,190,5,MG Motor,Gloster,Full SUV,Diesel,Automatic,7,5,210,12.04,35.82,3.58,1.5,0.16,41.06
USR_10067,Bangalore (Karnataka),103.41,139.68,Luxury SUV,Diesel,Automatic,5,2500,205,4,Mercedes-Benz,GLE,Luxury SUV,Diesel,Automatic,5,5,215,12.2,97.04,17.47,4.08,0.21,118.8
USR_10068,Chandigarh,15.72,21.29,Mid SUV,Petrol,Automatic,5,2500,190,3,Kia,Seltos,Mid SUV,Petrol,Automatic,5,3,190,17.0,16.53,1.32,0.69,0.15,18.69
USR_10069,Ahmedabad (Gujarat),15.69,21.75,Mid SUV,Diesel,Automatic,5,500,185,4,Hyundai,Creta,Mid SUV,Diesel,Automatic,5,4,190,19.1,17.2,1.38,0.72,0.18,19.48
USR_10070,Delhi,82.96,99.2,Luxury SUV,Diesel,Automatic,7,2000,207,4,Land Rover,Discovery Sport,Luxury SUV,Diesel,Automatic,7,5,212,13.1,67.03,6.7,2.82,0.15,76.7
USR_10071,Indore (Madhya Pradesh),21.01,31.77,Full SUV,Diesel,Automatic,7,1200,195,5,Tata Motors,Safari,Full SUV,Diesel,Automatic,7,5,205,16.3,23.11,2.77,0.97,0.18,27.03
USR_10072,Bhubaneswar (Odisha),10.92,17.41,MPV,Petrol,Automatic,6,800,180,3,Maruti Suzuki,XL6,MPV,Petrol,Automatic,6,3,180,20.27,11.97,1.08,0.5,0.22,13.77
USR_10073,Indore (Madhya Pradesh),21.1,25.35,Mid SUV,Diesel,Automatic,5,2500,209,5,Mahindra,Thar Roxx,Mid SUV,Diesel,Automatic,5,5,219,12.4,19.66,2.36,0.83,0.22,23.07
USR_10074,Chennai (Tamil Nadu),121.42,185.87,Luxury MPV,Strong Hybrid,Automatic,7,500,155,5,Toyota,Vellfire,Luxury MPV,Strong Hybrid,Automatic,7,5,160,19.28,121.2,18.18,5.09,0.19,144.66
USR_10075,Jaipur (Rajasthan),14.74,18.72,Mid SUV,Petrol,Automatic,7,500,185,2,Citroën,C3 Aircross,Mid SUV,Petrol,Automatic,7,3,200,17.6,12.7,1.52,0.53,0.24,14.99
USR_10076,Hyderabad (Telangana),14.82,22.76,Sedan,Petrol,Automatic,5,1500,169,5,Volkswagen,Virtus,Sedan,Petrol,Automatic,5,5,179,18.12,15.25,2.14,0.64,0.15,18.18
USR_10077,Delhi,9.92,11.81,Hatchback,Petrol,Automatic,5,2500,165,3,Maruti Suzuki,Baleno,Hatchback,Petrol,Automatic,5,4,170,22.94,8.88,0.89,0.37,0.15,10.29
USR_10078,Chandigarh,12.41,15.56,Hatchback,Electric,Automatic,5,1500,160,3,Citroën,ë-C3,Hatchback,Electric,Automatic,5,3,170,320.0,11.98,0.6,0.5,0.2,13.28
USR_10079,Chennai (Tamil Nadu),83.01,100.05,Luxury SUV,Strong Hybrid,Automatic,5,2500,190,4,Lexus,NX 350h,Luxury SUV,Strong Hybrid,Automatic,5,5,195,17.8,69.88,10.48,2.93,0.2,83.49
USR_10080,Mumbai (Maharashtra),171.78,205.05,Luxury SUV,Petrol,Automatic,5,800,197,5,Maserati,Levante,Luxury SUV,Petrol,Automatic,5,5,207,8.5,140.14,18.22,5.89,0.13,164.38
USR_10081,Guwahati (Assam),32.7,52.65,Full SUV,Diesel,Automatic,7,2000,220,4,Toyota,Fortuner,Full SUV,Diesel,Automatic,7,5,225,10.4,37.0,2.96,1.55,0.2,41.71
USR_10082,Indore (Madhya Pradesh),388.44,548.38,Luxury SUV,Petrol,Automatic,5,2500,173,4,Lamborghini,Urus Performante,Luxury SUV,Petrol,Automatic,5,5,173,7.8,441.11,52.93,18.53,0.17,512.74
USR_10083,Delhi,19.71,25.86,Mid SUV,Electric,Automatic,5,1200,157,4,MG Motor,ZS EV,Mid SUV,Electric,Automatic,5,5,177,461.0,18.36,0.92,0.77,0.22,20.27
USR_10084,Patna (Bihar),173.73,217.0,Luxury SUV,Petrol,Automatic,5,2000,187,5,Maserati,Levante,Luxury SUV,Petrol,Automatic,5,5,207,8.5,146.46,16.11,6.15,0.23,168.95
USR_10085,Indore (Madhya Pradesh),5.56,8.42,Compact SUV,Petrol,Manual,5,1200,177,5,Tata Motors,Punch,Compact SUV,Petrol,Manual,5,5,187,20.09,5.88,0.71,0.25,0.19,7.03
USR_10086,Indore (Madhya Pradesh),75.45,91.05,Luxury SUV,Diesel,Automatic,5,1200,207,5,Land Rover,Range Rover Evoque,Luxury SUV,Diesel,Automatic,5,5,212,15.0,71.34,8.56,3.0,0.12,83.02
USR_10087,Indore (Madhya Pradesh),5.12,7.82,Hatchback,Petrol,Manual,5,1500,145,3,Maruti Suzuki,WagonR,Hatchback,Petrol,Manual,5,3,165,24.35,5.19,0.62,0.22,0.2,6.23
USR_10088,Bangalore (Karnataka),27.02,33.09,Full SUV,Diesel,Automatic,7,1500,185,5,Tata Motors,Safari,Full SUV,Diesel,Automatic,7,5,205,16.3,22.63,4.07,0.95,0.22,27.87
USR_10089,Jaipur (Rajasthan),33.69,46.26,Full SUV,Diesel,Automatic,5,2000,182,4,Hyundai,Tucson,Full SUV,Diesel,Automatic,5,5,192,15.4,31.61,3.79,1.33,0.15,36.88
USR_10090,Delhi,119.12,163.43,Luxury Sedan,Petrol,Automatic,5,800,130,5,Maserati,Ghibli,Luxury Sedan,Petrol,Automatic,5,5,125,9.6,113.99,11.4,4.79,0.18,130.36
USR_10091,Hyderabad (Telangana),13.72,19.78,Mid SUV,Petrol,Automatic,5,1200,178,5,Volkswagen,Taigun,Mid SUV,Petrol,Automatic,5,5,188,18.15,15.4,2.16,0.65,0.25,18.46
USR_10092,Chandigarh,7.35,11.75,Compact SUV,Petrol,Automatic,5,1500,175,4,Maruti Suzuki,Fronx,Compact SUV,Petrol,Automatic,5,4,190,22.89,8.57,0.69,0.36,0.16,9.78
USR_10093,Chandigarh,5.5,8.01,Compact SUV,Petrol,Manual,5,800,187,4,Tata Motors,Punch,Compact SUV,Petrol,Manual,5,5,187,20.09,5.96,0.48,0.25,0.15,6.84
USR_10094,Lucknow (Uttar Pradesh),21.93,31.03,Full SUV,Petrol,Automatic,7,1500,200,4,Mahindra,XUV700,Full SUV,Petrol,Automatic,7,5,200,13.0,20.99,2.1,0.88,0.15,24.12
USR_10095,Indore (Madhya Pradesh),22.8,31.68,MPV,Strong Hybrid,Automatic,7,1200,185,5,Toyota,Innova Hycross,MPV,Strong Hybrid,Automatic,7,5,185,23.24,24.09,2.89,1.01,0.19,28.18
USR_10096,Kochi (Kerala),14.96,19.06,Compact SUV,Electric,Automatic,5,500,185,4,Tata Motors,Nexon EV,Compact SUV,Electric,Automatic,5,5,190,465.0,15.62,0.78,0.66,0.24,17.3
USR_10097,Bhubaneswar (Odisha),55.81,81.12,Luxury Sedan,Petrol,Automatic,5,1500,130,5,BMW,3 Series LWB,Luxury Sedan,Petrol,Automatic,5,5,135,13.02,56.06,5.05,2.35,0.2,63.66
USR_10098,Kochi (Kerala),103.54,147.56,Luxury SUV,Electric,Automatic,5,800,202,5,BMW,iX,Luxury SUV,Electric,Automatic,5,5,202,575.0,124.15,6.21,5.21,0.16,135.73
USR_10099,Chandigarh,12.95,15.67,Compact SUV,Petrol,Automatic,5,3000,198,5,Tata Motors,Nexon,Compact SUV,Petrol,Automatic,5,5,208,17.2,11.26,0.9,0.47,0.2,12.83
USR_10100,Lucknow (Uttar Pradesh),51.48,65.32,Luxury SUV,Diesel,Automatic,5,3000,168,5,BMW,X1,Luxury SUV,Diesel,Automatic,5,5,183,20.37,50.66,5.07,2.13,0.2,58.06
USR_10101,Chandigarh,76.16,125.74,Luxury SUV,Petrol,Automatic,5,2000,198,4,Porsche,Macan,Luxury SUV,Petrol,Automatic,5,5,198,10.2,93.84,7.51,3.94,0.2,105.49
USR_10102,Hyderabad (Telangana),4.82,6.0,Hatchback,Petrol,Manual,4,3000,150,2,Maruti Suzuki,Alto K10,Hatchback,Petrol,Manual,4,2,160,24.39,4.1,0.57,0.17,0.14,4.98
USR_10103,Chandigarh,6.49,7.66,Hatchback,Petrol,Manual,5,2000,145,2,Maruti Suzuki,WagonR,Hatchback,Petrol,Manual,5,3,165,24.35,5.74,0.46,0.24,0.2,6.64
USR_10104,Jaipur (Rajasthan),599.07,717.5,Luxury SUV,Petrol,Automatic,5,1200,175,4,Aston Martin,DBX 707,Luxury SUV,Petrol,Automatic,5,5,190,7.9,477.12,57.25,20.04,0.18,554.59
USR_10105,Ahmedabad (Gujarat),65.18,80.57,Luxury Sedan,Electric,Automatic,5,2500,130,5,BMW,i4,Luxury Sedan,Electric,Automatic,5,5,125,590.0,68.02,3.4,2.86,0.12,74.4
USR_10106,Patna (Bihar),19.87,26.24,Full SUV,Diesel,Automatic,7,500,180,4,Hyundai,Alcazar,Full SUV,Diesel,Automatic,7,4,200,18.1,19.68,2.16,0.83,0.19,22.86
USR_10107,Indore (Madhya Pradesh),469.41,701.09,Coupe,Strong Hybrid,Automatic,2,3000,130,5,Ferrari,296 GTB,Coupe,Strong Hybrid,Automatic,2,5,105,14.9,520.99,62.52,21.88,0.25,605.64
USR_10108,Mumbai (Maharashtra),11.75,15.39,MPV,Petrol,Automatic,6,3000,160,2,Maruti Suzuki,XL6,MPV,Petrol,Automatic,6,3,180,20.27,10.73,1.39,0.45,0.17,12.74
USR_10109,Jaipur (Rajasthan),10.42,13.46,Mid SUV,Petrol,Automatic,5,1500,170,4,Citroën,Basalt,Mid SUV,Petrol,Automatic,5,4,180,18.0,9.85,1.18,0.41,0.25,11.69
USR_10110,Kochi (Kerala),8.54,12.74,Compact SUV,Diesel,Manual,7,2500,180,2,Mahindra,Bolero Neo,Compact SUV,Diesel,Manual,7,3,180,17.29,9.84,1.48,0.41,0.13,11.86
USR_10111,Chandigarh,64.92,97.8,Luxury SUV,Diesel,Automatic,7,1500,192,5,Land Rover,Discovery Sport,Luxury SUV,Diesel,Automatic,7,5,212,13.1,67.54,5.4,2.84,0.22,76.0
USR_10112,Bhubaneswar (Odisha),36.14,51.69,Full SUV,Diesel,Automatic,7,3000,225,4,Toyota,Fortuner,Full SUV,Diesel,Automatic,7,5,225,10.4,39.45,3.55,1.66,0.13,44.79
USR_10113,Chennai (Tamil Nadu),44.94,59.11,Hatchback,Petrol,Automatic,4,500,130,4,Mini,Cooper S,Hatchback,Petrol,Automatic,4,5,143,16.58,43.53,6.53,1.83,0.16,52.05
USR_10114,Guwahati (Assam),9.94,14.76,Compact SUV,Diesel,Automatic,5,1200,195,3,Kia,Sonet,Compact SUV,Diesel,Automatic,5,3,205,22.3,11.16,0.89,0.47,0.19,12.71
USR_10115,Indore (Madhya Pradesh),39.73,53.77,Hatchback,Petrol,Automatic,4,1200,143,5,Mini,Cooper S,Hatchback,Petrol,Automatic,4,5,143,16.58,41.74,5.01,1.75,0.2,48.7
USR_10116,Bangalore (Karnataka),151.53,183.71,Luxury SUV,Petrol,Automatic,5,800,205,4,Porsche,Cayenne,Luxury SUV,Petrol,Automatic,5,5,210,10.8,139.65,25.14,5.87,0.22,170.88
USR_10117,Ahmedabad (Gujarat),434.64,645.08,Coupe,Petrol,Automatic,4,800,130,4,Bentley,Continental GT,Coupe,Petrol,Automatic,4,5,120,7.4,528.68,42.29,22.2,0.2,593.37
USR_10118,Patna (Bihar),45.27,53.8,Mid SUV,Electric,Automatic,5,3000,143,4,Hyundai,Ioniq 5,Mid SUV,Electric,Automatic,5,5,163,631.0,44.94,2.25,1.89,0.2,49.28
USR_10119,Patna (Bihar),12.59,17.52,Compact SUV,Diesel,Automatic,5,800,188,5,Tata Motors,Nexon,Compact SUV,Diesel,Automatic,5,5,208,23.2,13.63,1.5,0.57,0.24,15.94
USR_10120,Guwahati (Assam),7.22,11.54,MPV,Petrol,Manual,7,3000,175,3,Maruti Suzuki,Ertiga,MPV,Petrol,Manual,7,3,185,20.51,8.74,0.7,0.37,0.18,9.99
USR_10121,Mumbai (Maharashtra),12.89,21.0,Sedan,Petrol,Automatic,5,1200,164,5,Volkswagen,Virtus,Sedan,Petrol,Automatic,5,5,179,18.12,14.73,1.91,0.62,0.15,17.41
USR_10122,Bhubaneswar (Odisha),7.61,11.11,Compact SUV,Petrol,Automatic,5,1500,205,4,Nissan,Magnite,Compact SUV,Petrol,Automatic,5,4,205,17.4,8.0,0.72,0.34,0.14,9.2
